id,Clean ID ,Geographic Area Name,Total,Total MOE,TOTAL WHITE ALONE,TOTAL BLACK ,TOTAL NATIVE AMERICAN,TOTAL ASIAN ,NATIVE HAWAIIAN PACIFIC ISLANDER,OTHER RACE,TWO OR MORE ,LATINO,White Percentage,Black Percentage,Native American Percentage,Asian Pecentage,Native Hawaiian PI percentage,Latino Percentage 
1400000US06001431200,6001431200,"Census Tract 4312, Alameda County, California",5574,453,2586,593,0,777,0,0,318,1300,46.39397201,10.63867958,0,13.93972013,0,23.32256907
1400000US06001432100,6001432100,"Census Tract 4321, Alameda County, California",3574,281,1613,413,0,666,63,28,155,636,45.13150532,11.55567991,0,18.6345831,1.762730834,17.79518747
1400000US06001432200,6001432200,"Census Tract 4322, Alameda County, California",4078,272,1410,901,15,484,41,14,225,988,34.57577244,22.09416381,0.367827366,11.86856302,1.005394801,24.22756253
1400000US06001432300,6001432300,"Census Tract 4323, Alameda County, California",4744,245,905,542,16,1306,120,8,279,1568,19.0767285,11.42495784,0.337268128,27.52951096,2.529510961,33.05227656
1400000US06001432400,6001432400,"Census Tract 4324, Alameda County, California",7003,536,1190,465,0,2088,126,0,184,2950,16.99271741,6.640011424,0,29.81579323,1.799228902,42.12480366
1400000US06001432501,6001432501,"Census Tract 4325.01, Alameda County, California",4854,385,824,354,6,2023,30,18,154,1445,16.97569015,7.292954265,0.123609394,41.67696745,0.618046972,29.76926246
1400000US06001432502,6001432502,"Census Tract 4325.02, Alameda County, California",5178,373,715,686,3,2111,0,55,70,1538,13.80842024,13.24835844,0.057937428,40.76863654,0,29.70258787
1400000US06001432600,6001432600,"Census Tract 4326, Alameda County, California",7043,431,1791,1030,49,1758,48,12,218,2137,25.42950447,14.62444981,0.695726253,24.96095414,0.681527758,30.34218373
1400000US06001432700,6001432700,"Census Tract 4327, Alameda County, California",2816,185,1239,168,12,464,21,10,175,727,43.99857955,5.965909091,0.426136364,16.47727273,0.745738636,25.81676136
1400000US06001432800,6001432800,"Census Tract 4328, Alameda County, California",3979,304,1168,412,6,1335,7,33,168,850,29.35410907,10.35436039,0.150791656,33.5511435,0.175923599,21.36215129
1400000US06001433000,6001433000,"Census Tract 4330, Alameda County, California",3654,606,1097,215,3,1463,7,43,73,753,30.02189381,5.883962781,0.082101806,40.03831418,0.191570881,20.60755337
1400000US06001433102,6001433102,"Census Tract 4331.02, Alameda County, California",4485,362,501,387,5,1854,0,0,116,1622,11.17056856,8.628762542,0.11148272,41.33779264,0,36.16499443
1400000US06001433103,6001433103,"Census Tract 4331.03, Alameda County, California",3523,397,483,584,20,868,0,0,55,1513,13.70990633,16.57678115,0.567697985,24.63809253,0,42.94635254
1400000US06001433104,6001433104,"Census Tract 4331.04, Alameda County, California",3724,334,1061,811,24,451,0,5,260,1112,28.49087003,21.77765843,0.644468314,12.11063373,0,29.8603652
1400000US06001433200,6001433200,"Census Tract 4332, Alameda County, California",7991,655,1396,968,38,2912,25,0,362,2290,17.46965336,12.11362783,0.475534977,36.44099612,0.312851958,28.65723939
1400000US06001433300,6001433300,"Census Tract 4333, Alameda County, California",7761,449,2069,21,0,3492,157,0,202,1820,26.6589357,0.270583688,0,44.99420178,2.022935189,23.45058626
1400000US06001433400,6001433400,"Census Tract 4334, Alameda County, California",5934,398,978,551,78,3341,140,0,310,536,16.48129424,9.285473542,1.31445905,56.30266262,2.359285474,9.032692956
1400000US06001433500,6001433500,"Census Tract 4335, Alameda County, California",4830,359,1278,204,0,2250,3,0,0,1095,26.45962733,4.223602484,0,46.58385093,0.062111801,22.67080745
1400000US06001433600,6001433600,"Census Tract 4336, Alameda County, California",6094,521,1409,531,122,2489,118,0,347,1078,23.12110272,8.713488677,2.00196915,40.84345258,1.936330817,17.68953069
1400000US06001433700,6001433700,"Census Tract 4337, Alameda County, California",3503,365,457,186,26,655,0,0,165,2014,13.04596061,5.309734513,0.742220953,18.69825864,0,57.49357693
1400000US06001433800,6001433800,"Census Tract 4338, Alameda County, California",8179,517,767,635,19,3035,10,0,48,3665,9.377674532,7.763785304,0.232302237,37.10722582,0.122264335,44.80987896
1400000US06001433900,6001433900,"Census Tract 4339, Alameda County, California",7685,695,824,1715,7,1223,103,276,415,3122,10.72218608,22.31620039,0.091086532,15.91411841,1.34027326,40.62459336
1400000US06001434000,6001434000,"Census Tract 4340, Alameda County, California",5334,468,729,870,20,1003,0,0,225,2487,13.66704162,16.31046119,0.374953131,18.80389951,0,46.62542182
1400000US06001435102,6001435102,"Census Tract 4351.02, Alameda County, California",6189,440,1704,864,33,1444,0,8,314,1822,27.53271934,13.96025206,0.533204072,23.33171756,0,29.43932784
1400000US06001435103,6001435103,"Census Tract 4351.03, Alameda County, California",7420,352,2178,553,0,3294,0,16,577,802,29.35309973,7.452830189,0,44.393531,0,10.80862534
1400000US06001435104,6001435104,"Census Tract 4351.04, Alameda County, California",6117,516,877,673,22,1607,108,103,368,2359,14.33709335,11.00212522,0.359653425,26.2710479,1.765571359,38.56465588
1400000US06001435200,6001435200,"Census Tract 4352, Alameda County, California",4659,425,1044,921,11,1101,7,45,254,1276,22.40824211,19.7681906,0.236102168,23.63168062,0.150246834,27.38785147
1400000US06001435300,6001435300,"Census Tract 4353, Alameda County, California",4739,290,1186,1096,7,747,261,19,138,1285,25.02637687,23.12724203,0.147710487,15.76281916,5.507491032,27.1154252
1400000US06001435400,6001435400,"Census Tract 4354, Alameda County, California",4538,494,991,1227,18,886,35,0,303,1078,21.83781401,27.03834288,0.396650507,19.52401939,0.771264874,23.75495813
1400000US06001435500,6001435500,"Census Tract 4355, Alameda County, California",3983,455,1159,456,20,447,134,0,117,1650,29.09866934,11.44865679,0.50213407,11.22269646,3.364298268,41.42606076
1400000US06001435601,6001435601,"Census Tract 4356.01, Alameda County, California",5662,503,629,719,4,732,146,56,134,3242,11.10914871,12.69869304,0.070646415,12.92829389,2.578594136,57.25891911
1400000US06001435602,6001435602,"Census Tract 4356.02, Alameda County, California",5453,435,1302,362,6,568,43,0,70,3102,23.87676508,6.638547588,0.110031175,10.41628461,0.788556758,56.88611773
1400000US06001435700,6001435700,"Census Tract 4357, Alameda County, California",5231,517,1116,594,5,731,158,17,127,2483,21.3343529,11.35538138,0.095584018,13.97438348,3.02045498,47.46702351
1400000US06001435800,6001435800,"Census Tract 4358, Alameda County, California",5543,379,1253,68,0,1547,0,19,266,2390,22.6050875,1.226772506,0,27.90907451,0,43.11744543
1400000US06001435900,6001435900,"Census Tract 4359, Alameda County, California",5371,321,1537,185,0,1665,57,29,128,1770,28.61664495,3.444423757,0,30.99981381,1.061254887,32.95475703
1400000US06001436000,6001436000,"Census Tract 4360, Alameda County, California",5063,352,1506,43,32,1237,3,13,81,2148,29.74521035,0.849298835,0.632036342,24.43215485,0.059253407,42.42543946
1400000US06001436100,6001436100,"Census Tract 4361, Alameda County, California",5977,349,1228,210,29,1453,291,47,237,2482,20.54542413,3.513468295,0.485193241,24.30985444,4.868663209,41.52584909
1400000US06001436200,6001436200,"Census Tract 4362, Alameda County, California",4266,379,453,702,0,478,38,0,140,2455,10.61884669,16.4556962,0,11.20487576,0.890764182,57.54805438
1400000US06001436300,6001436300,"Census Tract 4363, Alameda County, California",9444,671,1240,917,23,2513,34,0,168,4549,13.13002965,9.7098687,0.243540873,26.60948751,0.360016942,48.16814909
1400000US06001436401,6001436401,"Census Tract 4364.01, Alameda County, California",7173,412,2500,1035,9,1594,56,44,457,1478,34.85292067,14.42910916,0.125470514,22.22222222,0.780705423,20.6050467
1400000US06001436402,6001436402,"Census Tract 4364.02, Alameda County, California",2704,139,1137,294,0,565,0,17,181,510,42.04881657,10.87278107,0,20.89497041,0,18.86094675
1400000US06001436500,6001436500,"Census Tract 4365, Alameda County, California",5375,343,799,515,4,1150,200,0,312,2395,14.86511628,9.581395349,0.074418605,21.39534884,3.720930233,44.55813953
1400000US06001436601,6001436601,"Census Tract 4366.01, Alameda County, California",6938,568,887,467,0,1050,0,14,671,3849,12.78466417,6.731046411,0,15.13404439,0,55.47708273
1400000US06001436602,6001436602,"Census Tract 4366.02, Alameda County, California",5113,460,534,702,0,1066,172,0,161,2478,10.44396636,13.72970859,0,20.84881674,3.363974183,48.46469783
1400000US06001436700,6001436700,"Census Tract 4367, Alameda County, California",3265,310,657,194,0,696,14,0,122,1582,20.12251149,5.941807044,0,21.31699847,0.428790199,48.4532925
1400000US06001436800,6001436800,"Census Tract 4368, Alameda County, California",4382,343,528,590,38,960,139,0,114,2013,12.04929256,13.46417161,0.867183934,21.90780466,3.172067549,45.93792789
1400000US06001436900,6001436900,"Census Tract 4369, Alameda County, California",6745,510,823,488,5,1276,189,0,194,3770,12.20163084,7.234988881,0.074128984,18.91771683,2.802075612,55.89325426
1400000US06001437000,6001437000,"Census Tract 4370, Alameda County, California",3493,299,630,198,10,824,152,0,141,1538,18.03607214,5.668479817,0.286286859,23.59003722,4.351560263,44.03091898
1400000US06001437101,6001437101,"Census Tract 4371.01, Alameda County, California",7867,545,1185,579,71,3383,416,12,374,1847,15.06292106,7.359857633,0.902504131,43.00241515,5.287911529,23.47781874
1400000US06001437102,6001437102,"Census Tract 4371.02, Alameda County, California",4521,331,530,357,7,1887,6,10,395,1329,11.72307012,7.896483079,0.154833002,41.73855342,0.132714001,29.39615129
1400000US06001437200,6001437200,"Census Tract 4372, Alameda County, California",7489,669,1355,414,67,2918,192,33,415,2095,18.09320336,5.528107892,0.89464548,38.96381359,2.563760182,27.9743624
1400000US06001437300,6001437300,"Census Tract 4373, Alameda County, California",3277,203,453,403,1,929,61,0,181,1249,13.82361916,12.29783338,0.030515716,28.34909979,1.861458651,38.11412878
1400000US06001437400,6001437400,"Census Tract 4374, Alameda County, California",3485,257,487,137,14,854,44,26,26,1897,13.97417504,3.931133429,0.401721664,24.50502152,1.262553802,54.43328551
1400000US06001437500,6001437500,"Census Tract 4375, Alameda County, California",4531,314,620,130,0,742,9,0,37,2993,13.68351357,2.869123814,0,16.37607592,0.198631649,66.05605827
1400000US06001437600,6001437600,"Census Tract 4376, Alameda County, California",3536,234,464,214,0,1131,82,13,120,1512,13.12217195,6.052036199,0,31.98529412,2.319004525,42.760181
1400000US06001437701,6001437701,"Census Tract 4377.01, Alameda County, California",3773,393,350,486,52,492,79,0,83,2231,9.276437848,12.88099655,1.378213623,13.0400212,2.093824543,59.13066525
1400000US06001437702,6001437702,"Census Tract 4377.02, Alameda County, California",4295,378,201,281,8,372,67,0,109,3257,4.679860303,6.542491269,0.186263097,8.661233993,1.559953434,75.83236321
1400000US06001437800,6001437800,"Census Tract 4378, Alameda County, California",4997,333,972,145,48,1545,143,0,191,1953,19.451671,2.901741045,0.960576346,30.91855113,2.86171703,39.08345007
1400000US06001437900,6001437900,"Census Tract 4379, Alameda County, California",2321,231,278,122,13,354,103,4,69,1378,11.97759586,5.256355019,0.560103404,15.25204653,4.437742352,59.37096079
1400000US06001438000,6001438000,"Census Tract 4380, Alameda County, California",3952,525,1076,316,0,1299,25,0,170,1066,27.22672065,7.995951417,0,32.8694332,0.632591093,26.97368421
1400000US06001438100,6001438100,"Census Tract 4381, Alameda County, California",8307,564,1327,599,67,2454,71,72,330,3387,15.97447935,7.210786084,0.806548694,29.54135067,0.854700855,40.77284218
