id,Clean ID ,Geographic Area Name,Total,Total MOE,TOTAL WHITE ALONE,TOTAL BLACK ,TOTAL NATIVE AMERICAN,TOTAL ASIAN ,NATIVE HAWAIIAN PACIFIC ISLANDER,OTHER RACE,TWO OR MORE ,LATINO,White Percentage,Black Percentage,Native American Percentage,Asian Pecentage,Native Hawaiian PI percentage,Latino Percentage 
1400000US06037229420,6037229420,"Census Tract 2294.20, Los Angeles County, California",4759,334,18,383,0,14,0,12,0,4332,0.378230721,8.047909225,0,0.294179449,0,91.02752679
1400000US06037231100,6037231100,"Census Tract 2311, Los Angeles County, California",3474,497,249,568,0,67,0,0,72,2518,7.167530225,16.35002879,0,1.92861255,0,72.48128958
1400000US06037231210,6037231210,"Census Tract 2312.10, Los Angeles County, California",4040,573,71,463,27,32,0,27,32,3388,1.757425743,11.46039604,0.668316832,0.792079208,0,83.86138614
1400000US06037231220,6037231220,"Census Tract 2312.20, Los Angeles County, California",4653,600,80,1058,0,277,0,0,49,3189,1.719320868,22.73801848,0,5.953148506,0,68.53642811
1400000US06037231300,6037231300,"Census Tract 2313, Los Angeles County, California",5754,593,241,1062,0,241,0,0,131,4079,4.188390685,18.45672576,0,4.188390685,0,70.88981578
1400000US06037231400,6037231400,"Census Tract 2314, Los Angeles County, California",4745,461,171,1348,0,75,0,36,12,3103,3.603793467,28.40885142,0,1.58061117,0,65.39515279
1400000US06037231500,6037231500,"Census Tract 2315, Los Angeles County, California",5396,622,38,1728,0,240,0,11,68,3311,0.704225352,32.02372128,0,4.447739066,0,61.36026686
1400000US06037231600,6037231600,"Census Tract 2316, Los Angeles County, California",7420,544,418,2032,0,83,0,134,103,4650,5.633423181,27.38544474,0,1.118598383,0,62.66846361
1400000US06037231710,6037231710,"Census Tract 2317.10, Los Angeles County, California",4165,551,26,642,7,0,0,68,0,3422,0.6242497,15.41416567,0.168067227,0,0,82.16086435
1400000US06037231720,6037231720,"Census Tract 2317.20, Los Angeles County, California",4934,496,105,807,0,94,0,18,55,3855,2.128090799,16.35589785,0,1.905147953,0,78.1313336
1400000US06037231800,6037231800,"Census Tract 2318, Los Angeles County, California",5436,536,0,238,0,0,0,10,139,5049,0,4.378219279,0,0,0,92.8807947
1400000US06037231900,6037231900,"Census Tract 2319, Los Angeles County, California",6162,642,24,645,31,16,0,0,138,5308,0.389483934,10.46738072,0.503083414,0.259655956,0,86.14086336
1400000US06037232110,6037232110,"Census Tract 2321.10, Los Angeles County, California",3038,280,7,463,12,20,0,0,9,2527,0.230414747,15.24028966,0.394996708,0.658327847,0,83.1797235
1400000US06037232120,6037232120,"Census Tract 2321.20, Los Angeles County, California",5567,699,36,1048,23,97,0,0,1,4362,0.646667864,18.82522005,0.413148913,1.742410634,0,78.35458955
1400000US06037232200,6037232200,"Census Tract 2322, Los Angeles County, California",3487,423,40,1212,0,17,0,4,12,2202,1.147117866,34.75767135,0,0.487525093,0,63.14883854
1400000US06037232300,6037232300,"Census Tract 2323, Los Angeles County, California",6006,1007,63,1408,0,1,0,0,70,4464,1.048951049,23.44322344,0,0.016650017,0,74.32567433
1400000US06037232400,6037232400,"Census Tract 2324, Los Angeles County, California",7361,668,209,2868,0,116,0,150,43,3975,2.83928814,38.96209754,0,1.575872843,0,54.00081511
1400000US06037232500,6037232500,"Census Tract 2325, Los Angeles County, California",4940,898,6,1563,0,50,0,4,45,3272,0.12145749,31.63967611,0,1.012145749,0,66.23481781
1400000US06037232600,6037232600,"Census Tract 2326, Los Angeles County, California",6833,611,56,1366,43,68,0,0,0,5300,0.819552173,19.99121908,0.62929899,0.995170496,0,77.56475926
1400000US06037232700,6037232700,"Census Tract 2327, Los Angeles County, California",6568,626,74,1071,0,64,0,26,86,5247,1.126674787,16.30633374,0,0.974421437,0,79.88733252
1400000US06037232800,6037232800,"Census Tract 2328, Los Angeles County, California",4489,422,27,525,3,0,0,29,18,3887,0.601470261,11.69525507,0.066830029,0,0,86.58944086
1400000US06037234000,6037234000,"Census Tract 2340, Los Angeles County, California",5417,512,305,2979,0,26,0,0,80,2027,5.630422743,54.99353886,0,0.479970463,0,37.41923574
1400000US06037234200,6037234200,"Census Tract 2342, Los Angeles County, California",2424,216,291,1694,0,184,10,0,82,163,12.0049505,69.88448845,0,7.590759076,0.412541254,6.724422442
1400000US06037234300,6037234300,"Census Tract 2343, Los Angeles County, California",3805,464,207,2970,0,96,0,0,158,374,5.44021025,78.05519054,0,2.522996058,0,9.829172142
1400000US06037234501,6037234501,"Census Tract 2345.01, Los Angeles County, California",2845,335,139,1562,0,27,0,19,75,1023,4.885764499,54.90333919,0,0.949033392,0,35.95782074
1400000US06037234502,6037234502,"Census Tract 2345.02, Los Angeles County, California",3017,310,77,1824,0,35,0,11,24,1046,2.552204176,60.45740802,0,1.160092807,0,34.67020219
1400000US06037234600,6037234600,"Census Tract 2346, Los Angeles County, California",4908,513,268,2484,0,88,0,229,111,1728,5.460472698,50.61124694,0,1.792991035,0,35.20782396
1400000US06037234700,6037234700,"Census Tract 2347, Los Angeles County, California",3690,460,56,2003,0,1,0,1,21,1608,1.517615176,54.28184282,0,0.027100271,0,43.57723577
1400000US06037234800,6037234800,"Census Tract 2348, Los Angeles County, California",3317,307,93,1727,0,0,46,6,68,1377,2.803738318,52.06511908,0,0,1.386795297,41.51341574
1400000US06037234901,6037234901,"Census Tract 2349.01, Los Angeles County, California",3321,539,23,1734,0,0,0,0,7,1557,0.692562481,52.2131888,0,0,0,46.88346883
1400000US06037234902,6037234902,"Census Tract 2349.02, Los Angeles County, California",4088,531,198,1689,19,143,20,0,87,1932,4.843444227,41.31604697,0.464774951,3.498043053,0.489236791,47.26027397
1400000US06037235100,6037235100,"Census Tract 2351, Los Angeles County, California",4401,431,511,2883,0,176,0,0,114,717,11.6109975,65.50783913,0,3.999091116,0,16.29175187
1400000US06037235201,6037235201,"Census Tract 2352.01, Los Angeles County, California",2682,285,84,1592,0,6,5,23,67,905,3.131991051,59.35868755,0,0.223713647,0.186428039,33.74347502
1400000US06037235202,6037235202,"Census Tract 2352.02, Los Angeles County, California",4331,443,46,2832,0,6,0,53,108,1286,1.062110367,65.38905565,0,0.138536135,0,29.69291157
1400000US06037236000,6037236000,"Census Tract 2360, Los Angeles County, California",4181,344,1120,1965,37,156,0,0,261,642,26.7878498,46.99832576,0.884955752,3.731164793,0,15.35517819
1400000US06037236100,6037236100,"Census Tract 2361, Los Angeles County, California",6170,679,97,3725,0,498,0,40,129,1681,1.572123177,60.37277147,0,8.071312804,0,27.24473258
1400000US06037236202,6037236202,"Census Tract 2362.02, Los Angeles County, California",5764,649,293,2363,0,196,0,0,178,2734,5.083275503,40.99583622,0,3.400416378,0,47.43233865
1400000US06037236203,6037236203,"Census Tract 2362.03, Los Angeles County, California",3118,448,116,1710,34,224,0,20,125,889,3.720333547,54.84284798,1.090442591,7.184092367,0,28.51186658
1400000US06037236204,6037236204,"Census Tract 2362.04, Los Angeles County, California",3109,456,143,1567,10,22,11,13,40,1303,4.599549694,50.40205854,0.321646832,0.70762303,0.353811515,41.91058218
1400000US06037236400,6037236400,"Census Tract 2364, Los Angeles County, California",4282,409,405,3518,13,75,0,123,28,120,9.458197104,82.15787015,0.30359645,1.751517982,0,2.802428772
1400000US06037237101,6037237101,"Census Tract 2371.01, Los Angeles County, California",4409,420,28,1169,0,92,0,0,29,3091,0.635064641,26.51394874,0,2.086640962,0,70.10660014
1400000US06037237102,6037237102,"Census Tract 2371.02, Los Angeles County, California",3407,412,38,569,0,23,0,13,11,2753,1.115350748,16.70090989,0,0.675080716,0,80.80422659
1400000US06037237201,6037237201,"Census Tract 2372.01, Los Angeles County, California",3814,326,43,1018,0,74,0,0,17,2662,1.127425275,26.69113791,0,1.940220241,0,69.7954903
1400000US06037237202,6037237202,"Census Tract 2372.02, Los Angeles County, California",4556,542,190,1339,0,71,21,0,17,2918,4.170324846,29.38981563,0,1.558384548,0.460930641,64.04741001
1400000US06037237300,6037237300,"Census Tract 2373, Los Angeles County, California",5311,712,145,2777,10,1,0,0,70,2308,2.73018264,52.28770476,0.188288458,0.018828846,0,43.45697609
1400000US06037237401,6037237401,"Census Tract 2374.01, Los Angeles County, California",4217,372,68,983,0,0,0,10,13,3143,1.612520749,23.31041024,0,0,0,74.53165758
1400000US06037237402,6037237402,"Census Tract 2374.02, Los Angeles County, California",3335,357,62,1157,0,0,0,29,217,1870,1.859070465,34.69265367,0,0,0,56.07196402
1400000US06037237500,6037237500,"Census Tract 2375, Los Angeles County, California",2922,265,47,657,0,2,0,0,4,2212,1.608487337,22.48459959,0,0.06844627,0,75.70157426
1400000US06037237600,6037237600,"Census Tract 2376, Los Angeles County, California",4101,416,38,928,12,74,0,0,10,3039,0.926603267,22.62862716,0.292611558,1.804437942,0,74.1038771
1400000US06037237710,6037237710,"Census Tract 2377.10, Los Angeles County, California",4410,550,23,755,30,0,0,0,72,3530,0.52154195,17.12018141,0.680272109,0,0,80.04535147
1400000US06037237720,6037237720,"Census Tract 2377.20, Los Angeles County, California",3707,431,80,874,16,0,0,4,32,2701,2.158079309,23.57701646,0.431615862,0,0,72.86215268
1400000US06037237800,6037237800,"Census Tract 2378, Los Angeles County, California",3796,389,62,1996,61,8,0,33,92,1544,1.633298209,52.58166491,1.606954689,0.210748156,0,40.6743941
1400000US06037237900,6037237900,"Census Tract 2379, Los Angeles County, California",4405,452,136,2966,0,0,0,0,152,1151,3.087400681,67.33257662,0,0,0,26.12939841
1400000US06037238000,6037238000,"Census Tract 2380, Los Angeles County, California",6174,702,96,4197,0,24,43,59,422,1333,1.554907677,67.97862002,0,0.388726919,0.696469064,21.59054098
1400000US06037238100,6037238100,"Census Tract 2381, Los Angeles County, California",5163,856,78,2869,0,31,0,9,129,2047,1.510749564,55.56846794,0,0.600426109,0,39.64749177
1400000US06037238200,6037238200,"Census Tract 2382, Los Angeles County, California",5565,650,22,3919,0,111,0,0,38,1475,0.395327942,70.42228212,0,1.994609164,0,26.5049416
1400000US06037238310,6037238310,"Census Tract 2383.10, Los Angeles County, California",5002,455,52,1206,0,0,9,0,12,3723,1.039584166,24.11035586,0,0,0.179928029,74.43022791
1400000US06037238320,6037238320,"Census Tract 2383.20, Los Angeles County, California",3804,392,38,1235,0,52,0,0,0,2479,0.998948475,32.46582545,0,1.366982124,0,65.16824395
1400000US06037238400,6037238400,"Census Tract 2384, Los Angeles County, California",4694,458,92,3614,47,0,16,0,88,837,1.959948871,76.99190456,1.001278228,0,0.340860673,17.83127397
1400000US06037239201,6037239201,"Census Tract 2392.01, Los Angeles County, California",3753,352,27,562,6,0,0,0,13,3145,0.71942446,14.97468692,0.159872102,0,0,83.79962697
1400000US06037239202,6037239202,"Census Tract 2392.02, Los Angeles County, California",5999,737,7,423,41,0,0,0,33,5495,0.116686114,7.051175196,0.683447241,0,0,91.59859977
1400000US06037239310,6037239310,"Census Tract 2393.10, Los Angeles County, California",4501,409,46,483,0,6,0,0,6,3960,1.021995112,10.73094868,0,0.13330371,0,87.98044879
1400000US06037239320,6037239320,"Census Tract 2393.20, Los Angeles County, California",4086,412,12,440,0,6,0,119,58,3451,0.293685756,10.76847773,0,0.146842878,0,84.45912873
1400000US06037239330,6037239330,"Census Tract 2393.30, Los Angeles County, California",2458,286,19,284,0,0,0,0,25,2130,0.772986168,11.55410903,0,0,0,86.65581774
1400000US06037239501,6037239501,"Census Tract 2395.01, Los Angeles County, California",3729,299,59,815,0,16,0,0,8,2831,1.582193618,21.8557254,0,0.429069456,0,75.9184768
1400000US06037239502,6037239502,"Census Tract 2395.02, Los Angeles County, California",4016,321,8,849,0,0,0,13,7,3139,0.199203187,21.14043825,0,0,0,78.1623506
1400000US06037239601,6037239601,"Census Tract 2396.01, Los Angeles County, California",3682,351,18,674,6,9,0,24,47,2904,0.488864747,18.30526888,0.162954916,0.244432374,0,78.87017925
1400000US06037239602,6037239602,"Census Tract 2396.02, Los Angeles County, California",4016,391,20,787,0,17,0,0,0,3192,0.498007968,19.59661355,0,0.423306773,0,79.48207171
1400000US06037239701,6037239701,"Census Tract 2397.01, Los Angeles County, California",5134,565,0,832,0,0,0,0,0,4302,0,16.20568757,0,0,0,83.79431243
1400000US06037239702,6037239702,"Census Tract 2397.02, Los Angeles County, California",4334,477,14,1284,0,0,0,0,0,3036,0.323027227,29.62621135,0,0,0,70.05076142
1400000US06037239801,6037239801,"Census Tract 2398.01, Los Angeles County, California",3705,411,4,746,0,5,0,1,34,2915,0.107962213,20.13495277,0,0.134952767,0,78.67746289
1400000US06037239802,6037239802,"Census Tract 2398.02, Los Angeles County, California",5461,534,59,1484,0,26,0,36,28,3828,1.080388207,27.17451016,0,0.476103278,0,70.09705182
1400000US06037240010,6037240010,"Census Tract 2400.10, Los Angeles County, California",3737,383,5,943,0,0,0,0,19,2770,0.133797164,25.23414504,0,0,0,74.12362858
1400000US06037240020,6037240020,"Census Tract 2400.20, Los Angeles County, California",5223,528,20,1489,0,0,0,0,3,3711,0.382921693,28.50852001,0,0,0,71.05112005
1400000US06037240200,6037240200,"Census Tract 2402, Los Angeles County, California",5159,571,18,1156,36,86,0,0,0,3863,0.348904827,22.4074433,0.697809653,1.666989727,0,74.87885249
1400000US06037240300,6037240300,"Census Tract 2403, Los Angeles County, California",5637,683,51,2031,0,20,0,0,7,3528,0.904736562,36.02980309,0,0.354798652,0,62.58648217
1400000US06037240401,6037240401,"Census Tract 2404.01, Los Angeles County, California",6379,647,10,1168,0,46,0,0,8,5147,0.156764383,18.31007995,0,0.721116162,0,80.686628
1400000US06037240402,6037240402,"Census Tract 2404.02, Los Angeles County, California",3763,488,54,1241,0,41,0,0,15,2412,1.435025246,32.97900611,0,1.089556205,0,64.09779431
1400000US06037240500,6037240500,"Census Tract 2405, Los Angeles County, California",7326,723,0,1959,0,0,0,69,14,5284,0,26.74037674,0,0,0,72.12667213
1400000US06037240600,6037240600,"Census Tract 2406, Los Angeles County, California",6167,599,78,1796,0,20,0,0,0,4273,1.264796497,29.12275012,0,0.324306794,0,69.28814659
1400000US06037240700,6037240700,"Census Tract 2407, Los Angeles County, California",6596,518,20,1770,36,77,0,0,0,4693,0.303214069,26.83444512,0.545785324,1.167374166,0,71.14918132
1400000US06037240800,6037240800,"Census Tract 2408, Los Angeles County, California",4341,435,34,1125,28,89,0,0,46,3019,0.783229671,25.91568763,0.64501267,2.050218844,0,69.54618751
1400000US06037240900,6037240900,"Census Tract 2409, Los Angeles County, California",6736,648,0,1413,0,19,0,0,0,5304,0,20.97684086,0,0.282066508,0,78.74109264
1400000US06037241001,6037241001,"Census Tract 2410.01, Los Angeles County, California",4197,476,5,1043,0,8,8,32,79,3022,0.119132714,24.85108411,0,0.190612342,0.190612342,72.00381225
1400000US06037241002,6037241002,"Census Tract 2410.02, Los Angeles County, California",4144,364,16,1544,0,3,0,31,93,2457,0.386100386,37.25868726,0,0.072393822,0,59.29054054
1400000US06037241110,6037241110,"Census Tract 2411.10, Los Angeles County, California",3356,382,31,848,0,4,0,0,0,2473,0.923718713,25.2681764,0,0.119189511,0,73.68891538
1400000US06037241120,6037241120,"Census Tract 2411.20, Los Angeles County, California",5146,602,38,1350,0,85,0,18,27,3628,0.738437621,26.23396813,0,1.651768364,0,70.50136028
1400000US06037241201,6037241201,"Census Tract 2412.01, Los Angeles County, California",3015,304,34,1238,0,17,0,0,6,1720,1.127694859,41.06135987,0,0.56384743,0,57.04809287
1400000US06037241202,6037241202,"Census Tract 2412.02, Los Angeles County, California",5776,571,35,2067,44,23,0,52,162,3393,0.605955679,35.78601108,0.761772853,0.398199446,0,58.74307479
1400000US06037241300,6037241300,"Census Tract 2413, Los Angeles County, California",2480,264,78,1142,0,7,8,0,36,1209,3.14516129,46.0483871,0,0.282258065,0.322580645,48.75
1400000US06037241400,6037241400,"Census Tract 2414, Los Angeles County, California",3785,333,52,682,15,57,0,88,26,2865,1.373844122,18.01849406,0.396301189,1.505944518,0,75.69352708
1400000US06037242000,6037242000,"Census Tract 2420, Los Angeles County, California",4189,388,133,823,0,16,0,26,8,3183,3.174982096,19.64669372,0,0.381952733,0,75.98472189
1400000US06037242100,6037242100,"Census Tract 2421, Los Angeles County, California",2852,229,4,648,0,0,39,0,0,2161,0.140252454,22.72089762,0,0,1.367461431,75.7713885
1400000US06037242200,6037242200,"Census Tract 2422, Los Angeles County, California",6402,711,12,1536,0,10,0,0,0,4844,0.187441425,23.99250234,0,0.156201187,0,75.66385505
1400000US06037242300,6037242300,"Census Tract 2423, Los Angeles County, California",4952,535,20,772,129,203,10,143,12,3663,0.403877221,15.58966074,2.605008078,4.099353796,0.201938611,73.97011309
1400000US06037242600,6037242600,"Census Tract 2426, Los Angeles County, California",4756,435,3,1624,0,0,0,25,60,3044,0.063078217,34.14634146,0,0,0,64.00336417
1400000US06037242700,6037242700,"Census Tract 2427, Los Angeles County, California",6035,529,68,1373,2,11,0,0,11,4570,1.126760563,22.75062138,0.033140017,0.182270091,0,75.72493786
1400000US06037243000,6037243000,"Census Tract 2430, Los Angeles County, California",6829,938,34,775,280,41,0,0,27,5672,0.497876702,11.34866013,4.100161078,0.600380729,0,83.05754869
1400000US06037243100,6037243100,"Census Tract 2431, Los Angeles County, California",6772,585,126,2057,0,15,0,0,22,4552,1.860602481,30.37507383,0,0.221500295,0,67.21795629
1400000US06037261101,6037261101,"Census Tract 2611.01, Los Angeles County, California",3389,344,2903,42,0,167,0,0,52,225,85.65948657,1.239303629,0,4.927707288,0,6.639126586
1400000US06037261102,6037261102,"Census Tract 2611.02, Los Angeles County, California",3520,374,3124,92,0,171,0,0,76,57,88.75,2.613636364,0,4.857954545,0,1.619318182
1400000US06037261200,6037261200,"Census Tract 2612, Los Angeles County, California",4182,351,3576,20,0,381,0,0,97,108,85.50932568,0.478240077,0,9.110473458,0,2.582496413
1400000US06037262100,6037262100,"Census Tract 2621, Los Angeles County, California",2678,272,2021,18,0,368,0,0,132,139,75.46676624,0.672143391,0,13.74159821,0,5.190440627
1400000US06037262200,6037262200,"Census Tract 2622, Los Angeles County, California",4405,359,3427,191,0,304,0,0,348,135,77.79795687,4.335981839,0,6.901248581,0,3.064699205
1400000US06037262301,6037262301,"Census Tract 2623.01, Los Angeles County, California",2748,220,1980,68,0,362,0,0,45,293,72.05240175,2.474526929,0,13.17321689,0,10.66229985
1400000US06037262302,6037262302,"Census Tract 2623.02, Los Angeles County, California",2845,310,2345,13,0,186,0,0,71,230,82.42530756,0.456942004,0,6.537785589,0,8.084358524
1400000US06037262303,6037262303,"Census Tract 2623.03, Los Angeles County, California",3038,324,2595,0,40,184,0,0,138,81,85.41803818,0,1.316655695,6.056616195,0,2.666227781
1400000US06037262400,6037262400,"Census Tract 2624, Los Angeles County, California",3059,384,2685,84,11,143,0,0,63,73,87.77378228,2.745995423,0.359594639,4.674730304,0,2.386400785
1400000US06037262501,6037262501,"Census Tract 2625.01, Los Angeles County, California",3785,294,3283,0,9,168,0,0,157,168,86.73712021,0,0.237780713,4.438573316,0,4.438573316
1400000US06037262601,6037262601,"Census Tract 2626.01, Los Angeles County, California",3539,336,2522,46,0,320,0,20,431,200,71.26306866,1.299802204,0,9.042102289,0,5.65131393
1400000US06037262604,6037262604,"Census Tract 2626.04, Los Angeles County, California",5523,499,4763,0,0,311,0,0,266,183,86.23936267,0,0,5.630997646,0,3.313416621
1400000US06037262704,6037262704,"Census Tract 2627.04, Los Angeles County, California",3561,270,2920,24,0,244,2,23,117,231,81.99943836,0.673967987,0,6.852007863,0.056163999,6.48694187
1400000US06037262706,6037262706,"Census Tract 2627.06, Los Angeles County, California",3571,238,3104,9,0,94,0,0,161,203,86.92243069,0.252030244,0,2.632315878,0,5.684682162
1400000US06037262802,6037262802,"Census Tract 2628.02, Los Angeles County, California",3424,347,2772,11,0,102,0,0,172,367,80.95794393,0.321261682,0,2.978971963,0,10.71845794
1400000US06037264000,6037264000,"Census Tract 2640, Los Angeles County, California",3069,302,2774,0,0,77,0,0,108,110,90.38774845,0,0,2.508960573,0,3.584229391
1400000US06037264102,6037264102,"Census Tract 2641.02, Los Angeles County, California",2998,301,2289,44,0,279,0,18,114,254,76.3509006,1.467645097,0,9.306204136,0,8.472314877
1400000US06037264103,6037264103,"Census Tract 2641.03, Los Angeles County, California",2658,247,2129,12,12,197,0,0,154,154,80.09781791,0.451467269,0.451467269,7.41158766,0,5.793829947
1400000US06037264301,6037264301,"Census Tract 2643.01, Los Angeles County, California",5552,482,4084,139,0,718,0,47,167,397,73.55907781,2.503602305,0,12.93227666,0,7.150576369
1400000US06037264302,6037264302,"Census Tract 2643.02, Los Angeles County, California",5882,512,4831,132,0,363,0,0,253,303,82.13192792,2.244134648,0,6.171370282,0,5.151309079
1400000US06037265100,6037265100,"Census Tract 2651, Los Angeles County, California",2454,281,2161,28,0,74,0,7,53,131,88.0603097,1.140994295,0,3.015484923,0,5.338223309
1400000US06037265201,6037265201,"Census Tract 2652.01, Los Angeles County, California",2567,336,1683,59,0,494,0,6,76,249,65.56291391,2.298402805,0,19.24425399,0,9.700038956
1400000US06037265202,6037265202,"Census Tract 2652.02, Los Angeles County, California",3981,635,2415,17,0,891,0,50,103,505,60.66314996,0.427028385,0,22.38131123,0,12.68525496
1400000US06037265301,6037265301,"Census Tract 2653.01, Los Angeles County, California",11977,486,3160,486,17,4808,19,22,778,2687,26.38390248,4.057777407,0.141938716,40.14360858,0.158637388,22.43466644
1400000US06037265303,6037265303,"Census Tract 2653.03, Los Angeles County, California",5156,716,1630,173,0,2260,43,26,198,826,31.613654,3.355314197,0,43.83242824,0.833979829,16.02017067
1400000US06037265304,6037265304,"Census Tract 2653.04, Los Angeles County, California",2878,405,1077,50,0,1015,21,0,215,500,37.42182071,1.737317582,0,35.26754691,0.729673384,17.37317582
1400000US06037265305,6037265305,"Census Tract 2653.05, Los Angeles County, California",3990,478,1393,10,1,1509,0,5,317,755,34.9122807,0.250626566,0.025062657,37.81954887,0,18.92230576
1400000US06037265410,6037265410,"Census Tract 2654.10, Los Angeles County, California",1495,175,1190,0,0,145,0,16,47,97,79.59866221,0,0,9.698996656,0,6.488294314
1400000US06037265420,6037265420,"Census Tract 2654.20, Los Angeles County, California",1838,193,1428,105,0,191,12,0,75,27,77.69314472,5.71273123,0,10.39173014,0.652883569,1.46898803
1400000US06037265510,6037265510,"Census Tract 2655.10, Los Angeles County, California",4663,573,2284,131,42,1721,0,0,125,360,48.98134248,2.809350204,0.900707699,36.90757023,0,7.720351705
1400000US06037265520,6037265520,"Census Tract 2655.20, Los Angeles County, California",5059,538,2944,519,0,761,0,0,616,219,58.19331884,10.25894446,0,15.04249852,0,4.328918759
1400000US06037265601,6037265601,"Census Tract 2656.01, Los Angeles County, California",3615,343,2701,0,0,614,0,14,137,149,74.7164592,0,0,16.98478562,0,4.121715076
1400000US06037265602,6037265602,"Census Tract 2656.02, Los Angeles County, California",3044,349,2249,100,0,370,0,0,177,148,73.88304862,3.285151117,0,12.15505913,0,4.862023653
1400000US06037265700,6037265700,"Census Tract 2657, Los Angeles County, California",4636,376,3439,71,0,358,0,0,392,376,74.18032787,1.531492666,0,7.722174288,0,8.110440035
1400000US06037267100,6037267100,"Census Tract 2671, Los Angeles County, California",6649,558,4281,229,0,1253,0,0,454,432,64.3856219,3.444126936,0,18.84493909,0,6.497217627
1400000US06037267200,6037267200,"Census Tract 2672, Los Angeles County, California",7004,555,4735,260,0,1125,13,0,407,464,67.60422616,3.712164477,0,16.06225014,0.185608224,6.624785837
1400000US06037267300,6037267300,"Census Tract 2673, Los Angeles County, California",4235,410,2015,218,0,1104,0,0,160,738,47.57969303,5.147579693,0,26.06847698,0,17.42621015
1400000US06037267402,6037267402,"Census Tract 2674.02, Los Angeles County, California",4872,444,3055,134,0,852,0,51,76,704,62.70525452,2.750410509,0,17.48768473,0,14.4499179
1400000US06037267403,6037267403,"Census Tract 2674.03, Los Angeles County, California",3000,248,1736,141,0,665,0,11,81,366,57.86666667,4.7,0,22.16666667,0,12.2
1400000US06037267404,6037267404,"Census Tract 2674.04, Los Angeles County, California",3475,409,2129,204,0,623,0,0,251,268,61.26618705,5.870503597,0,17.92805755,0,7.712230216
1400000US06037267501,6037267501,"Census Tract 2675.01, Los Angeles County, California",5993,574,2858,155,0,934,0,0,339,1707,47.68897047,2.586350743,0,15.58484899,0,28.48323044
1400000US06037267502,6037267502,"Census Tract 2675.02, Los Angeles County, California",3632,272,1747,67,20,669,0,85,130,914,48.10022026,1.844713656,0.550660793,18.41960352,0,25.16519824
1400000US06037267600,6037267600,"Census Tract 2676, Los Angeles County, California",2916,407,1104,162,0,906,0,0,153,591,37.8600823,5.555555556,0,31.06995885,0,20.26748971
1400000US06037267700,6037267700,"Census Tract 2677, Los Angeles County, California",3276,269,1477,34,0,964,0,0,177,624,45.08547009,1.037851038,0,29.42612943,0,19.04761905
1400000US06037267800,6037267800,"Census Tract 2678, Los Angeles County, California",2666,253,1739,16,0,520,19,0,126,246,65.2288072,0.600150038,0,19.50487622,0.71267817,9.227306827
1400000US06037267901,6037267901,"Census Tract 2679.01, Los Angeles County, California",2428,244,1806,35,0,440,0,32,39,76,74.38220758,1.441515651,0,18.12191104,0,3.13014827
1400000US06037267902,6037267902,"Census Tract 2679.02, Los Angeles County, California",3365,273,2414,204,0,499,9,0,100,139,71.7384844,6.062407132,0,14.82912333,0.267459138,4.130757801
1400000US06037269000,6037269000,"Census Tract 2690, Los Angeles County, California",4813,632,3331,48,0,594,7,0,90,743,69.20839393,0.997298982,0,12.3415749,0.145439435,15.43735716
1400000US06037269100,6037269100,"Census Tract 2691, Los Angeles County, California",4274,435,3515,67,0,252,0,0,107,333,82.24145999,1.567618156,0,5.896116051,0,7.79129621
1400000US06037269300,6037269300,"Census Tract 2693, Los Angeles County, California",3840,332,2984,65,0,341,0,0,304,146,77.70833333,1.692708333,0,8.880208333,0,3.802083333
1400000US06037269500,6037269500,"Census Tract 2695, Los Angeles County, California",3797,267,3380,29,0,254,0,0,61,73,89.01764551,0.763760864,0,6.689491704,0,1.92257045
1400000US06037269601,6037269601,"Census Tract 2696.01, Los Angeles County, California",3393,342,470,729,0,171,0,0,23,2000,13.85204833,21.48541114,0,5.039787798,0,58.94488653
1400000US06037269602,6037269602,"Census Tract 2696.02, Los Angeles County, California",2865,354,954,402,0,124,0,260,131,994,33.29842932,14.03141361,0,4.328097731,0,34.69458988
1400000US06037269700,6037269700,"Census Tract 2697, Los Angeles County, California",3546,359,1452,316,0,507,0,34,101,1136,40.94754653,8.911449521,0,14.29780034,0,32.03609701
1400000US06037269800,6037269800,"Census Tract 2698, Los Angeles County, California",3046,265,1434,224,0,845,0,0,105,438,47.07813526,7.353906763,0,27.74130007,0,14.37951412
1400000US06037269903,6037269903,"Census Tract 2699.03, Los Angeles County, California",3421,316,1240,299,0,781,0,154,245,702,36.24671149,8.740134464,0,22.82958199,0,20.5203157
1400000US06037269904,6037269904,"Census Tract 2699.04, Los Angeles County, California",3927,422,1987,489,0,710,38,0,133,570,50.59842119,12.45225363,0,18.07995926,0.967659791,14.51489687
1400000US06037269905,6037269905,"Census Tract 2699.05, Los Angeles County, California",2459,231,882,315,0,511,0,31,90,630,35.86823912,12.8100854,0,20.78080521,0,25.6201708
1400000US06037269906,6037269906,"Census Tract 2699.06, Los Angeles County, California",3158,217,1327,186,14,636,77,11,107,800,42.02026599,5.889803673,0.443318556,20.13932869,2.438252058,25.33248892
1400000US06037269907,6037269907,"Census Tract 2699.07, Los Angeles County, California",2692,250,1020,499,0,525,0,57,143,448,37.89004458,18.53640416,0,19.50222883,0,16.64190193
1400000US06037270100,6037270100,"Census Tract 2701, Los Angeles County, California",4202,541,1536,452,78,1105,0,15,348,668,36.55402189,10.75678248,1.856258924,26.29700143,0,15.89719181
