BANK ID ,ADDRESS,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CITY,COUNTY,ESTYMD,FI_UNINUM,MAINOFF,NAME,OFFNAME,OFFNUM,RUNDATE,SERVTYPE,STALP,STCNTY,STNAME,UNINUM,ZIP
17116,750 North Imperial Avenue,"El Centro, CA", ,0,0,20940,1,"El Centro, CA",0,20940,3511,El Centro,Imperial,8/21/1995,2239,0,"Wells Fargo Bank, National Association",Vons El Centro Branch,2393,6/10/2021,12,CA,6025,California,200170,92243
17629,1522 Highlands View Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Alpine,San Diego,9/29/2008,2239,0,"Wells Fargo Bank, National Association",Alpine Village Branch,6535,6/10/2021,11,CA,6073,California,494444,91901
17630,4180 Bonita Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Bonita,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Bonita Branch,1070,6/10/2021,11,CA,6073,California,264633,91902
17631,200 East 4th Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Calexico,San Diego,9/6/2018,2239,0,"Wells Fargo Bank, National Association",Calexico Cyber Branch,1.00E+04,6/10/2021,11,CA,6073,California,604853,92231
17632,3446 Via Mercato,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Carlsbad,San Diego,12/1/1997,2239,0,"Wells Fargo Bank, National Association",La Costa Town Square Branch,6343,6/10/2021,11,CA,6073,California,57173,92009
17633,6961 El Camino Real,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Carlsbad,San Diego,12/7/1992,2239,0,"Wells Fargo Bank, National Association",La Costa Branch,1250,6/10/2021,11,CA,6073,California,199823,92009
17634,2560 El Camino Real,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Carlsbad,San Diego,2/13/1997,2239,0,"Wells Fargo Bank, National Association",Carlsbad Plaza Branch,3012,6/10/2021,12,CA,6073,California,200444,92008
17635,961 Palomar Airport Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Carlsbad,San Diego,8/4/2014,2239,0,"Wells Fargo Bank, National Association",Palomar Place Branch,1.00E+04,6/10/2021,11,CA,6073,California,558105,92011
17636,826 3rd Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Chula Vista,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Chula Vista - Third Ave Branch,1077,6/10/2021,11,CA,6073,California,264646,91911
17637,2265 Otay Lakes Rd,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Chula Vista,San Diego,10/6/2003,2239,0,"Wells Fargo Bank, National Association",Eastlake Village Branch,5889,6/10/2021,11,CA,6073,California,431062,91915
17638,790 Otay Lakes Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Chula Vista,San Diego,9/27/2004,2239,0,"Wells Fargo Bank, National Association",Bonita Point Branch,5918,6/10/2021,11,CA,6073,California,432586,91910
17639,444 H Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Chula Vista,San Diego,4/21/1966,2239,0,"Wells Fargo Bank, National Association",Chula Vista Branch,1902,6/10/2021,11,CA,6073,California,189690,91910
17640,2160 Birch Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Chula Vista,San Diego,6/20/2008,2239,0,"Wells Fargo Bank, National Association",Otay Ranch Branch,6452,6/10/2021,11,CA,6073,California,479395,91915
17641,1232 Broadway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Chula Vista,San Diego,6/22/2009,2239,0,"Wells Fargo Bank, National Association",Broadway & Palomar Branch,6543,6/10/2021,11,CA,6073,California,494719,91911
17642,829 Orange Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Coronado,San Diego,8/9/1996,2239,0,"Wells Fargo Bank, National Association",Coronado Branch,2978,6/10/2021,11,CA,6073,California,200410,92118
17643,2751 Via De La Valle,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Del Mar,San Diego,5/18/2009,2239,0,"Wells Fargo Bank, National Association",Via De La Valle Branch,6541,6/10/2021,11,CA,6073,California,494717,92014
17644,1235 Avocado Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,El Cajon,San Diego,7/17/2000,2239,0,"Wells Fargo Bank, National Association",Horizon Hills Branch,6345,6/10/2021,11,CA,6073,California,356938,92020
17645,475 Fletcher Parkway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,El Cajon,San Diego,6/6/1969,2239,0,"Wells Fargo Bank, National Association",El Cajon Branch,1703,6/10/2021,11,CA,6073,California,188247,92020
17646,250 North 2nd Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,El Cajon,San Diego,6/2/1969,2239,0,"Wells Fargo Bank, National Association",East El Cajon Branch,1906,6/10/2021,11,CA,6073,California,189694,92021
17647,13465 Camino Canada,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,El Cajon,San Diego,7/17/1996,2239,0,"Wells Fargo Bank, National Association",Camino Canada Branch,2976,6/10/2021,12,CA,6073,California,200408,92021
17648,2366 Jamacha Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,El Cajon,San Diego,9/24/2007,2239,0,"Wells Fargo Bank, National Association",Rancho San Diego Branch,6358,6/10/2021,11,CA,6073,California,469286,92019
17649,8800 Grossmont College Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,El Cajon,San Diego,10/18/2010,2239,0,"Wells Fargo Bank, National Association",Ca San Diego County 1 Branch,1.00E+04,6/10/2021,29,CA,6073,California,513956,92020
17650,"687 S Coast Highway 101, Suite 151","San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Encinitas,San Diego,8/2/1995,2239,0,"Wells Fargo Bank, National Association",Pacific Station Branch,1481,6/10/2021,11,CA,6073,California,200050,92024
17651,276a North El Camino Real,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Encinitas,San Diego,6/29/1981,2239,0,"Wells Fargo Bank, National Association",Encinitas Branch,435,6/10/2021,11,CA,6073,California,199651,92024
17652,1809 South Centre City Parkway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Escondido,San Diego,6/10/1974,2239,0,"Wells Fargo Bank, National Association",Felicita Village Branch,3438,6/10/2021,11,CA,6073,California,14955,92025
17653,145 North Escondido Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Escondido,San Diego,4/1/1997,2239,0,"Wells Fargo Bank, National Association",Escondido Main Branch,3121,6/10/2021,11,CA,6073,California,200553,92025
17654,1497 East Valley Parkway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Escondido,San Diego,6/1/1995,2239,0,"Wells Fargo Bank, National Association",East Escondido Branch,1428,6/10/2021,11,CA,6073,California,200001,92027
17655,1510 West Valley Parkway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Escondido,San Diego,1/16/1996,2239,0,"Wells Fargo Bank, National Association",Escondido Del Dios Branch,1496,6/10/2021,11,CA,6073,California,200059,92029
17656,212 South Main St,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Fallbrook,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Fallbrook Branch,1103,6/10/2021,11,CA,6073,California,264678,92028
17657,8657 Villa Lajolla Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,La Jolla,San Diego,11/16/1994,2239,0,"Wells Fargo Bank, National Association",La Jolla Village Square Branch,1263,6/10/2021,12,CA,6073,California,199836,92037
17658,7714 Girard Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,La Jolla,San Diego,6/18/1956,2239,0,"Wells Fargo Bank, National Association",La Jolla/Girard Branch,325,6/10/2021,11,CA,6073,California,197333,92037
17659,5610 Lake Murray Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,La Mesa,San Diego,1/1/1912,2239,0,"Wells Fargo Bank, National Association",Lake Murray Village Branch,9667,6/10/2021,11,CA,6073,California,284219,91942
17660,8011 University Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,La Mesa,San Diego,10/18/1993,2239,0,"Wells Fargo Bank, National Association",La Mesa Springs Branch,1861,6/10/2021,12,CA,6073,California,188494,91942
17661,5500 Grossmont Center Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,La Mesa,San Diego,12/13/1982,2239,0,"Wells Fargo Bank, National Association",Grossmont Branch,1886,6/10/2021,11,CA,6073,California,189730,91942
17662,7080 Broadway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Lemon Grove,San Diego,7/1/2013,2239,0,"Wells Fargo Bank, National Association",Broadway Centre Branch,1.00E+04,6/10/2021,11,CA,6073,California,557656,91945
17663,1199 Highland Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,National City,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",National City - Highland Branch,1060,6/10/2021,11,CA,6073,California,264623,91950
17664,2701 Vista Way,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Oceanside,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Oceanside/Hwy 78 Branch,1126,6/10/2021,11,CA,6073,California,264724,92054
17665,4176 Oceanside Blvd,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Oceanside,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Rancho Del Oro Branch,1114,6/10/2021,11,CA,6073,California,264699,92056
17666,3470 Marron Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Oceanside,San Diego,6/1/2004,2239,0,"Wells Fargo Bank, National Association",Quarry Creek Branch,5856,6/10/2021,11,CA,6073,California,428859,92056
17667,845 College Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Oceanside,San Diego,8/23/1995,2239,0,"Wells Fargo Bank, National Association",Oceanside College Boulevard Branch,2273,6/10/2021,12,CA,6073,California,200068,92057
17668,12196 East Pala Mission Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Pala,San Diego,12/29/2004,2239,0,"Wells Fargo Bank, National Association",Pala Branch,5944,6/10/2021,11,CA,6073,California,437251,92059
17669,14815 Pomerado Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Poway,San Diego,7/16/1990,2239,0,"Wells Fargo Bank, National Association",Poway/Twin Peaks Plaza Branch,1021,6/10/2021,11,CA,6073,California,199734,92064
17670,13408 Poway Rd,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Poway,San Diego,6/13/2011,2239,0,"Wells Fargo Bank, National Association",Poway Town & Country Branch,1.00E+04,6/10/2021,11,CA,6073,California,520922,92064
17671,1674 Main Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Ramona,San Diego,3/28/1997,2239,0,"Wells Fargo Bank, National Association",Ramona Office Branch,2985,6/10/2021,12,CA,6073,California,200417,92065
17672,6008 Paseo Delicias,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Rancho Santa Fe,San Diego,8/6/1981,2239,0,"Wells Fargo Bank, National Association",Rancho Santa Fe Branch,999,6/10/2021,11,CA,6073,California,255324,92067
17673,3445 Del Mar Heights Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,6/30/1989,2239,0,"Wells Fargo Bank, National Association",Del Mar - Highlands Branch,1144,6/10/2021,11,CA,6073,California,264749,92130
17674,9996 Scripps Ranch Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,6/30/1986,2239,0,"Wells Fargo Bank, National Association",Scripps Ranch Center Branch,1133,6/10/2021,11,CA,6073,California,264732,92131
17675,4315 La Jolla Village Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",University Towne Center Branch,1088,6/10/2021,11,CA,6073,California,264661,92122
17676,16901 Bernardo Center Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Rancho Bernardo Branch,1075,6/10/2021,11,CA,6073,California,264643,92128
17677,1350 Fashion Valley Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Fashion Valley Branch,1062,6/10/2021,11,CA,6073,California,264625,92108
17678,3954 W Point Loma Blvd,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,6/30/1985,2239,0,"Wells Fargo Bank, National Association",Point Loma & Midway Branch,9398,6/10/2021,11,CA,6073,California,286331,92110
17679,9276 Scranton Rd,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,7/21/2003,2239,0,"Wells Fargo Bank, National Association",Sorrento Mesa Branch,5884,6/10/2021,11,CA,6073,California,431057,92121
17680,685 Saturn Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,2/25/2002,2239,0,"Wells Fargo Bank, National Association",Imperial Beach Branch,3551,6/10/2021,11,CA,6073,California,363861,92154
17681,5624 Mission Center Rd,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,8/18/2003,2239,0,"Wells Fargo Bank, National Association",Friars Mission Center Branch,5885,6/10/2021,11,CA,6073,California,431058,92108
17682,4365 Executive Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,7/1/2002,2239,0,"Wells Fargo Bank, National Association",San Diego Pcs Branch,3608,6/10/2021,23,CA,6073,California,422548,92121
17683,610 1st Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,6/9/2003,2239,0,"Wells Fargo Bank, National Association",1st & Market Branch,3591,6/10/2021,11,CA,6073,California,419288,92101
17684,3820 Valley Center Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,11/13/2006,2239,0,"Wells Fargo Bank, National Association",Carmel Creek Branch,6226,6/10/2021,11,CA,6073,California,457887,92130
17685,8898 Navajo Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,12/6/2004,2239,0,"Wells Fargo Bank, National Association",San Carlos Navajo Branch,5936,6/10/2021,11,CA,6073,California,436980,92119
17686,10535 Craftsman Way,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,10/16/2006,2239,0,"Wells Fargo Bank, National Association",4s Ranch Branch,6213,6/10/2021,11,CA,6073,California,457271,92127
17687,4649 Carmel Mountain Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,8/22/2005,2239,0,"Wells Fargo Bank, National Association",Torrey Hills Branch,6065,6/10/2021,11,CA,6073,California,444564,92130
17688,10788 Black Mountain Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,3/28/2005,2239,0,"Wells Fargo Bank, National Association",Black Mountain Road Mira Mesa Branch,5962,6/10/2021,11,CA,6073,California,439905,92126
17689,346 Euclid Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,3/14/2005,2239,0,"Wells Fargo Bank, National Association",Market Creek Branch,5959,6/10/2021,11,CA,6073,California,439430,92114
17690,9232 Miramar Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,7/14/1997,2239,0,"Wells Fargo Bank, National Association",Miramar Center Branch,3256,6/10/2021,11,CA,6073,California,200688,92126
17691,13255 Black Mountain Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,10/8/1993,2239,0,"Wells Fargo Bank, National Association",Rancho Penasquitos Towne Ctr. Branch,1862,6/10/2021,12,CA,6073,California,188495,92129
17692,5522 Balboa Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,12/12/1969,2239,0,"Wells Fargo Bank, National Association",Balboa-Genesee Branch,1706,6/10/2021,11,CA,6073,California,188250,92111
17693,401 B Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,5/1/1960,2239,0,"Wells Fargo Bank, National Association",Wells Fargo Plaza Branch,1645,6/10/2021,11,CA,6073,California,188181,92101
17694,510 West Washington Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,12/10/1969,2239,0,"Wells Fargo Bank, National Association",Mission Hills Branch,1909,6/10/2021,11,CA,6073,California,189697,92103
17695,4690 63rd Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,8/5/1968,2239,0,"Wells Fargo Bank, National Association",College Center Branch,1905,6/10/2021,11,CA,6073,California,189693,92115
17696,1205 Rosecrans Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,6/14/1961,2239,0,"Wells Fargo Bank, National Association",Point Loma Branch,1901,6/10/2021,11,CA,6073,California,189689,92106
17697,10675 Scripps Poway Parkway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,4/14/1998,2239,0,"Wells Fargo Bank, National Association",Scripps Poway Vons Branch,3191,6/10/2021,12,CA,6073,California,200623,92131
17698,3299 El Cajon Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,3/3/1952,2239,0,"Wells Fargo Bank, National Association",33rd & El Cajon Branch,348,6/10/2021,11,CA,6073,California,197356,92104
17699,9360 Clairemont Mesa Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,1/21/1980,2239,0,"Wells Fargo Bank, National Association",Kearny Mesa Branch,419,6/10/2021,11,CA,6073,California,199638,92123
17700,10707 Camino Ruiz,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,12/17/1979,2239,0,"Wells Fargo Bank, National Association",Mira Mesa Branch,414,6/10/2021,11,CA,6073,California,199633,92126
17701,1220 Cleveland Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,5/12/1995,2239,0,"Wells Fargo Bank, National Association",Hillcrest Branch,1389,6/10/2021,11,CA,6073,California,199962,92103
17702,1302 Garnet Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,6/26/1950,2239,0,"Wells Fargo Bank, National Association",Pacific Beach Branch,350,6/10/2021,11,CA,6073,California,197358,92109
17703,4727b Clairemont Dr,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,11/14/1996,2239,0,"Wells Fargo Bank, National Association",Clairemont Town Center Branch,2975,6/10/2021,12,CA,6073,California,200407,92117
17704,3505 Sports Arena Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,10/22/2007,2239,0,"Wells Fargo Bank, National Association",Sports Arena Main Branch,6357,6/10/2021,11,CA,6073,California,469191,92110
17705,13490 Pacific Highlands Ranch Parway,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,6/29/2015,2239,0,"Wells Fargo Bank, National Association",Pacific Highlands Ranch Branch,1.00E+04,6/10/2021,11,CA,6073,California,569827,92130
17706,640 Dennery Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Diego,San Diego,11/13/2012,2239,0,"Wells Fargo Bank, National Association",Palm Promenade Branch,1.00E+04,6/10/2021,11,CA,6073,California,535549,92154
17707,1000 West San Marcos Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Marcos,San Diego,9/2/1980,2239,0,"Wells Fargo Bank, National Association",San Marcos Main Branch,3440,6/10/2021,11,CA,6073,California,253128,92078
17708,637 East San Ysidro Boulevard,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,San Ysidro,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",San Ysidro Branch,1066,6/10/2021,11,CA,6073,California,264629,92173
17709,9771 Mission Gorge Road,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Santee,San Diego,6/30/1985,2239,0,"Wells Fargo Bank, National Association",Santee Branch,1132,6/10/2021,11,CA,6073,California,264731,92071
17710,245 Santa Helena,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Solana Beach,San Diego,2/20/1979,2239,0,"Wells Fargo Bank, National Association",Solana Beach Branch,996,6/10/2021,11,CA,6073,California,15928,92075
17711,3211 Business Park Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Vista,San Diego,10/18/1999,2239,0,"Wells Fargo Bank, National Association",Palomar Vista Branch,3447,6/10/2021,11,CA,6073,California,253134,92081
17712,930 South Santa Fe Avenue,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Vista,San Diego,1885-01-01,2239,0,"Wells Fargo Bank, National Association",Vista Branch,1089,6/10/2021,11,CA,6073,California,264662,92084
17713,1150 E Vista Way,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3511,Vista,San Diego,9/7/2004,2239,0,"Wells Fargo Bank, National Association",East Vista Branch,5983,6/10/2021,12,CA,6073,California,441657,92084
21870,1234 East Main Street,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3514,El Cajon,San Diego,11/1/1994,2240,0,Bank Of The West,El Cajon Branch,437,6/10/2021,11,CA,6073,California,257312,92021
21871,4180 La Jolla Village Drive,"San Diego-Chula Vista-Carlsbad, CA", ,0,0,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,3514,La Jolla,San Diego,4/18/2016,2240,0,Bank Of The West,La Jolla Branch,898,6/10/2021,11,CA,6073,California,578203,92037
